alpha,k,accuracy,time
5,20,0.57384,"[0.68064,0.46704]","[0.560844,0.593896]",26619820075
5,40,0.585,"[0.6888,0.4812]","[0.570388,0.607269]",26554633072
5,60,0.58792,"[0.69408,0.48176]","[0.572522,0.611619]",26568145208
5,100,0.59244,"[0.70936,0.47552]","[0.574921,0.620654]",26575357783
5,200,0.59676,"[0.72984,0.46368]","[0.57642,0.631854]",26559776360
5,500,0.5952,"[0.74392,0.44648]","[0.573375,0.635504]",26512255676
5,1000,0.59256,"[0.76176,0.42336]","[0.569157,0.639903]",26506281127
5,1500,0.58984,"[0.7716,0.40808]","[0.565888,0.641151]",26521916587
10,20,0.59864,"[0.72128,0.476]","[0.579211,0.630697]",34599718586
10,40,0.60876,"[0.72888,0.48864]","[0.587693,0.64315]",34394908947
10,60,0.61432,"[0.73704,0.4916]","[0.591791,0.651506]",34398539653
10,100,0.61512,"[0.74344,0.4868]","[0.591609,0.654864]",34394960150
10,200,0.61552,"[0.75424,0.4768]","[0.590431,0.659876]",34404590462
10,500,0.61116,"[0.77288,0.44944]","[0.583993,0.664302]",34403090400
10,1000,0.60764,"[0.78584,0.42944]","[0.579357,0.667247]",34418975331
10,1500,0.6038,"[0.79576,0.41184]","[0.575004,0.668485]",34432950309
15,20,0.60572,"[0.75544,0.456]","[0.581358,0.650908]",41696664017
15,40,0.61552,"[0.76112,0.46992]","[0.589467,0.66298]",41406656935
15,60,0.61996,"[0.76936,0.47056]","[0.592362,0.671078]",41436212669
15,100,0.61892,"[0.77816,0.45968]","[0.590195,0.674492]",41457844251
15,200,0.61992,"[0.78856,0.45128]","[0.589675,0.680951]",41467790507
15,500,0.61516,"[0.8048,0.42552]","[0.583493,0.685526]",41430132276
15,1000,0.60916,"[0.81768,0.40064]","[0.577034,0.687251]",41613714410
15,1500,0.6062,"[0.828,0.3844]","[0.573566,0.69087]",41530547348
20,20,0.61392,"[0.76992,0.45792]","[0.586829,0.665581]",49049269914
20,40,0.62184,"[0.7772,0.46648]","[0.592957,0.676764]",48693006531
20,60,0.62416,"[0.78184,0.46648]","[0.594392,0.681351]",48657895392
20,100,0.62516,"[0.79336,0.45696]","[0.593655,0.688608]",48646872287
20,200,0.62444,"[0.80528,0.4436]","[0.591387,0.694949]",48636326667
20,500,0.61816,"[0.82448,0.41184]","[0.583645,0.701171]",48615111371
20,1000,0.61156,"[0.83872,0.3844]","[0.576709,0.704442]",48652165202
20,1500,0.60696,"[0.84784,0.36608]","[0.572184,0.706391]",48651879875
50,20,0.64504,"[0.78168,0.5084]","[0.613911,0.699582]",92423107817
50,40,0.64836,"[0.78528,0.51144]","[0.616467,0.704308]",91472476575
50,60,0.65404,"[0.79528,0.5128]","[0.620111,0.714684]",91519018601
50,100,0.65564,"[0.80384,0.50744]","[0.620056,0.721205]",91420271060
50,200,0.65256,"[0.81536,0.48976]","[0.615088,0.726216]",91297327161
50,500,0.64008,"[0.82464,0.45552]","[0.602314,0.722039]",91533936671
50,1000,0.62844,"[0.8348,0.42208]","[0.590917,0.718703]",91468117678
50,1500,0.6236,"[0.84632,0.40088]","[0.58551,0.722879]",91535987730
100,20,0.64352,"[0.7852,0.50184]","[0.611831,0.700268]",165421446081
100,40,0.65336,"[0.79256,0.51416]","[0.619962,0.712528]",163268880734
100,60,0.65564,"[0.7996,0.51168]","[0.620846,0.718571]",163257476085
100,100,0.65668,"[0.8084,0.50496]","[0.620205,0.724934]",163199460907
100,200,0.64808,"[0.81416,0.482]","[0.611158,0.72173]",163284355974
100,500,0.6376,"[0.82088,0.45432]","[0.600691,0.717227]",163361650070
100,1000,0.63088,"[0.83328,0.42848]","[0.593166,0.719892]",163370336820
100,1500,0.626,"[0.84064,0.41136]","[0.588156,0.720774]",163373861437
500,20,0.64628,"[0.77528,0.51728]","[0.61628,0.697143]",854264140669
500,40,0.65408,"[0.778,0.53016]","[0.623477,0.70485]",854747372493
500,60,0.65616,"[0.77664,0.53568]","[0.625838,0.705734]",850401365334
500,100,0.6566,"[0.78216,0.53104]","[0.625168,0.709112]",850590978390
500,200,0.6548,"[0.78752,0.52208]","[0.622329,0.710738]",848753596375
500,500,0.64776,"[0.7904,0.50512]","[0.614963,0.706738]",849738301637
500,1000,0.64096,"[0.80064,0.48128]","[0.60684,0.707099]",846149292878
500,1500,0.63868,"[0.81696,0.4604]","[0.602229,0.715529]",847274401522
1200,20,0.6448,"[0.776,0.5136]","[0.614702,0.696312]",2024116933741
1200,40,0.65256,"[0.782,0.52312]","[0.621187,0.705851]",2011694713832
1200,60,0.65724,"[0.78744,0.52704]","[0.624754,0.712601]",2013290368892
1200,100,0.65348,"[0.78952,0.51744]","[0.620653,0.710847]",2019886723514
1200,200,0.65088,"[0.79504,0.50672]","[0.617114,0.712005]",2013805917054
1200,500,0.64476,"[0.80336,0.48616]","[0.6099,0.712009]",2025626670587
1200,1000,0.63844,"[0.81984,0.45704]","[0.601585,0.717263]",2015345413840
1200,1500,0.63484,"[0.84136,0.42832]","[0.595425,0.729726]",2060634513458
1500,20,0.64356,"[0.77928,0.50784]","[0.612911,0.697046]",2547008474362
1500,40,0.65408,"[0.79096,0.5172]","[0.620965,0.712161]",2537419341022
1500,60,0.65392,"[0.79088,0.51696]","[0.620824,0.711988]",2505125179608
1500,100,0.65332,"[0.79528,0.51136]","[0.619416,0.71411]",2510716913835
1500,200,0.65388,"[0.80544,0.50232]","[0.618086,0.720813]",2497192917977
1500,500,0.6496,"[0.81144,0.48776]","[0.613018,0.721197]",2491732324120
1500,1000,0.64188,"[0.82488,0.45888]","[0.603865,0.723785]",2502268515646
1500,1500,0.63944,"[0.84672,0.43216]","[0.598575,0.73818]",2539183434730
